player,position,session_RPE,high_speed_distance_km,total_distance_km,accel_count,decel_count,sleep_hours,prev_injury_weeks,acute_load_7d,chronic_load_28d,injury_next_7d
Player_37,Forward,446.57376185571815,2.3840195714913683,8.64812378212107,32,26,5.315327978319815,7,2515.420500508256,9263.25571144487,0
Player_3,Midfielder,464.24149008812293,2.174337565845946,9.976469553515953,33,32,7.540382592136869,17,2540.114860338019,12082.130334184567,0
Player_31,Defender,502.86235276570994,0.8074941358634049,10.211063467268309,24,26,6.9663788531992,23,2100.365128852998,11416.324564427796,0
Player_13,Midfielder,339.7237054734266,1.1793171857894773,10.544098125615573,27,24,8.448403886503058,22,4241.909155418306,11713.27461780937,0
Player_16,Forward,527.6799222616174,1.7307478192785526,8.802610738376243,29,26,6.576599312978371,2,3466.3075309074643,13251.0405681148,0
Player_21,Midfielder,254.653687325374,0.8498352393478816,8.933217666822658,28,40,8.452980711030397,5,3162.2353452745197,11650.992771324998,0
Player_2,Defender,289.70920049919823,3.0543179411829673,9.052804131101235,30,34,7.019522317261934,21,2018.01418983519,6794.652805956787,0
Player_27,Defender,706.2751321407877,2.293339309223605,7.021381414554794,27,28,7.634938130276464,25,2529.0243467763225,10483.840743996328,0
Player_38,Forward,388.7855112625349,1.7920002917781228,9.374147205097554,23,31,8.948732184419523,20,2214.799793385867,7649.797748395774,0
Player_26,Midfielder,537.5423221183443,1.594376067832042,8.92447361738558,22,29,6.799302514312992,23,2876.5409398323472,10227.17510541572,0
Player_38,Midfielder,653.7948470912347,1.4402018073846006,10.370109341116331,26,22,8.253599482810488,14,2243.615647641616,10140.441792182959,0
Player_25,Forward,172.26527054658288,0.6215807052174542,9.636951756589502,32,24,6.263681713914391,11,2397.8256517303307,9124.457645857114,0
Player_11,Forward,585.1495416186851,0.7602758090126223,11.504572705179783,25,28,7.273046744675489,4,2259.3070291966274,8458.595285239924,0
Player_8,Forward,527.8732327511125,2.940672438760564,9.60513271281285,23,28,5.2664089939800505,6,2656.1480051415156,9204.502148879148,1
Player_8,Defender,646.8476737119647,2.7441597835395513,8.656691455669604,28,23,6.394816037224923,21,2842.854988262083,9494.25917285787,0
Player_33,Midfielder,308.2172206002448,1.4545333470455757,9.586545833248676,22,33,5.730357689370226,14,2672.0428335922115,9802.442731098083,0
Player_7,Midfielder,624.1505588345535,2.3447994937094743,10.586250861315746,28,22,8.464903123905685,6,3719.7438792469757,10158.150859205292,0
Player_38,Midfielder,361.27026820767713,2.103852464998219,6.84018888831643,22,34,9.086558033141042,12,3286.664142671883,10877.876238313402,0
Player_21,Midfielder,576.5733377131988,2.174572773989305,8.427127221773613,30,29,6.574357666801671,24,2330.180320840657,9531.171536467069,0
Player_8,Defender,445.6774757094672,0.9448933412995767,8.458734896171972,32,32,6.072354181118691,2,2995.3634088660533,11919.472652007993,0
Player_21,Midfielder,542.4922567722166,0.7150932464819042,10.116485304316251,24,33,5.423266603948036,25,2379.603338762022,9942.642238482862,0
Player_20,Midfielder,455.8643019966184,2.5095566154419333,10.290929809537925,32,24,7.31744965132248,22,2562.9256430315872,11386.736227860058,0
Player_8,Defender,229.2718098975925,0.612421018177902,9.651841591752342,34,22,6.277256374397908,12,3087.518321965624,9543.278773914539,0
Player_31,Midfielder,100.0,1.7110838751704909,5.782042821308115,34,31,6.341540390382079,25,3199.389994350346,14115.563754005289,0
Player_29,Defender,475.1898640780189,1.5793786042693279,7.02212272521232,23,18,8.955506340918323,2,2447.5407914266034,10700.896262550796,0
Player_9,Defender,418.35179548423827,1.523909422994155,9.141602267814319,27,32,6.644321618144581,1,2137.0782479286945,12452.947901974907,0
Player_15,Defender,497.7865141704352,1.9886704933743942,8.747795864962288,30,31,7.703979484406403,22,2852.622098634599,8959.087016780815,0
Player_30,Midfielder,419.741584098771,1.3934445421329291,9.508055568254004,29,26,7.063553307897535,3,3060.773445149166,9329.274582540802,0
Player_26,Midfielder,692.1692859261384,2.037441277479029,8.795902756346788,27,36,5.373753511191479,16,2417.026701629965,9621.793521025884,0
Player_10,Midfielder,477.6644553393965,1.884693248814717,11.797463699223556,26,26,4.7861435525942735,5,3289.932710539359,13709.49989015213,0
Player_29,Midfielder,396.36627269008017,3.059239412430255,6.0590876227302175,28,23,7.585026470434814,10,3183.5758019592645,9680.8899729016,0
Player_16,Forward,490.4835679616239,0.9687543649091225,9.953941447294723,26,20,9.044932625040165,5,2408.2773784578367,8764.848857564899,0
Player_36,Defender,398.55902437424334,1.817561390342896,10.742015609245207,24,25,7.3779850425046005,21,3478.0973115154984,11951.35968032078,0
Player_20,Defender,461.1516280936785,2.058807059926658,10.5523076875376,27,29,7.7489082198209625,1,3496.4363705904957,10088.206518604402,0
Player_37,Forward,303.90237753169987,1.6461584666806224,10.680909482001777,34,33,5.914352433297424,16,4040.600863374175,9672.820809023777,0
Player_22,Defender,448.96977577684737,0.9977549352672971,10.896673862586402,30,40,8.217873210475611,2,3827.0558307902647,9084.576532783212,0
Player_7,Forward,392.657712475779,2.5542616683931167,8.594030170089164,26,21,8.203005345858447,11,2258.43206648547,10733.242837303022,0
Player_23,Forward,315.27160495575845,2.0021605980864314,7.847774364534565,21,29,6.164561833234986,13,3354.9895125194807,11593.983450414551,0
Player_40,Midfielder,687.0883041687171,1.0398619722440436,6.447977490957991,25,23,7.654490528599753,1,3327.777577953588,11182.128161152204,0
Player_29,Forward,319.9517556071801,2.063200777534956,8.956095749480458,27,27,4.88029857919244,21,2590.9100803462784,9280.999333756927,0
Player_16,Defender,450.8357068130325,2.820939642031714,8.333700314067716,21,30,7.868694360110784,21,3072.9548368396195,8518.44596851662,0
